x,y
2.717169577000078107e+00,6.219987664630012070e+00
8.847062933241540250e+00,1.971611068034764713e+01
5.390664192362915053e+00,1.478700103268032429e+01
2.152684139331650037e+00,3.899331437063440831e+01
1.152358286384746044e+01,1.506524646384279897e+01
3.345220829268578910e+01,4.008653590803473321e+01
1.304051674577636000e+01,1.729489405335285568e+01
9.406422025150168453e-01,8.054424930556121964e+00
5.953914702494762956e+00,3.199892621028435258e+01
1.934617951738200858e+01,3.073098362051011279e+01
1.425094422761670110e+01,1.504602901484453602e-02
3.484860828450165826e+01,1.075086001764180388e+01
1.211544084683825684e+00,1.281197546661106124e+01
3.788580986601784417e+01,1.069184692855174390e+01
2.044384037941724408e+00,2.249605337700297980e+01
1.960967907372840813e+01,8.908216708901189662e+00
1.849514380931269031e+01,3.826682550871311150e+01
2.955475840279651045e+00,2.003563888251507308e+01
1.994314775754331137e+01,1.907571190361259994e+01
8.496775191713629383e+00,3.640451517877013288e+01
1.100120917279008204e+01,2.677893590595176931e+01
1.407916733161835943e+01,3.574905919982204239e+01
3.359896091764179715e+01,3.532852209227540641e+01
1.725636600640532592e+01,4.305931324723885290e+00
3.153659165185845836e+01,2.776293469740186382e+01
4.319178014281032318e+00,1.250890766937273924e+01
2.967876183324372974e+01,3.746886950482929279e+01
3.222210318073536683e+01,3.759637643735493384e+01
2.663960999627393988e+01,1.765509955003906395e+00
3.638915338721314185e+01,8.392682135139725830e+00
1.555864106487578447e+01,1.706599180306662333e+01
2.888581263766585749e+01,2.327355203641745973e+01
1.572613666124561771e+00,3.653291999160979575e+00
2.748736803018941899e+01,2.543789098422232797e+01
2.931522837758743805e+01,6.349834271153548038e+00
8.955040592331410254e-01,2.929110441622822236e+01
2.637158997436482721e+01,3.263513272278805744e+01
8.437128002325763987e+00,1.474757359503192511e+01
3.386290893771018773e+00,2.477181823739708122e+01
2.538284337978285521e+01,3.495159944628489512e+01
6.885102545891454540e+00,1.269534684780216161e+01
2.637473624723579491e+01,2.833562257545215246e+01
2.952352182284199955e+01,1.097647153670905062e+01
2.144587738896090556e+01,6.787416573282721188e+00
3.937213168322405465e+01,3.489946060981240095e+01
9.830986273300149847e+00,3.409969830460993023e+01
9.510575416902829815e+00,5.398489113944096474e+00
3.150281659119723798e+01,2.323787590414533710e+01
3.400197703716611386e+01,3.847722836059766394e+00
3.099753057123929167e+01,3.871896817195739526e+00
7.644918764120446575e+00,2.716504351697607067e+00
3.561840862050782874e+01,2.035440991777744557e+01
2.039705482078379362e+01,2.361211092506229292e+01
5.937375122125555293e+00,1.962495809341418962e+01
6.766024375272711167e-01,2.501808543703796062e+01
1.996275492234915561e+01,4.234289390877524539e+00
3.642214899578824827e+01,3.518419362613840207e+01
1.567197996752222444e+01,7.143026697869591324e+00
2.237610382345791038e+01,3.548486802349757596e+01
1.489080358269697335e+01,2.412917498329835908e+01
2.163027242570602127e+01,2.109711613848820377e+01
1.247760106037887340e-01,1.558301959072689868e+01
3.637404236722051820e+01,3.015167246014332036e+01
1.356420074251992602e+01,2.186842212928533513e+01
3.976011015417317651e+01,2.918879870801103671e+00
3.641312387683937857e+01,3.999096042701395959e+01
3.556022954280039983e+01,1.514432031260385081e+01
2.424375222085975423e+01,1.644739347112324523e+01
3.150917951465667599e+01,1.848731955691683737e+01
1.634090479986457822e+01,2.624422245582025326e+01
1.435676418801558185e+01,9.852608368104974090e+00
2.675897019670823695e+01,3.764469443539654492e+01
2.765549064272694579e+01,3.048612215654398838e+01
3.441830422738826911e+01,1.805458732884767059e+01
3.932627151466807902e+01,1.280299134365584379e+01
1.730487567764413726e+01,1.435412549569414509e+01
3.413753859117372969e+01,2.772811884294932838e+01
3.245083939704526443e+01,3.281519040849725144e+01
3.506052774182117560e+01,3.271158596966682097e+01
3.228411790763760081e+01,1.601635638573157649e+01
1.502187305844613618e+01,2.851776836739633936e+01
2.087120914697780805e+01,3.313039794121649351e+01
3.737785639970250173e+01,2.258972641039538587e+01
2.702115735111772565e+01,1.653661624274311848e+01
5.948898409820817079e+00,1.035459454170396221e+01
3.028003125355485992e+01,3.022423124167785247e+01
1.063501138032649429e+01,2.996282947165696431e+00
2.363532462367584230e+01,3.304410174644532106e+01
4.691033488385074612e+00,3.937910205343897729e+01
4.781521978572144782e+00,2.686364858739635508e+01
3.873541348347870894e+01,2.490945693664653504e+01
3.323631855795084533e+01,2.525057441043476558e+01
2.571038009182605677e+01,1.429205256887406783e+01
4.854547405700667007e+00,7.785605049135837064e+00
2.419982095259814514e+01,3.762695830765569838e+01
3.228432148611977937e+01,6.189478113414780935e+00
1.465883004325904793e+01,4.719435062292602900e+00
3.756532328061138770e+01,3.264327237269323234e+01
2.214967437538384232e+01,3.082051117849028543e+01
2.255882998249330917e+00,2.700825686762779299e+01
6.153724801959679525e+00,6.415228651646148750e-01
1.878051619923404303e+01,2.162974634367255078e+01
8.573613444466991140e+00,3.152290983902236121e+01
2.479498906835817706e+01,2.590765005539139665e+01
1.868615480846959542e+01,6.432279946408534066e+00
2.133036702488526970e+01,3.796614977300111349e+01
3.365004395158238282e+01,3.060791380038105203e+01
1.824997032489971716e+01,1.673179626792863672e+01
2.346486558175487147e+01,1.179151732836917432e+01
4.695148515456354588e+00,3.452911373942606588e+01
1.545842999258045225e+01,3.801698429972414317e+01
7.047373085309704521e+00,1.728023395184785471e+01
1.402933800193480351e+01,1.494935844612249554e+01
1.683160470093552874e+01,9.401062196694237372e+00
3.357680422066364656e+01,1.352810423265554718e+01
1.574459015534550055e+01,2.068866185639965938e+00
8.772992441278400833e+00,9.756631125895172119e+00
3.825540296693669973e+01,2.019982186342254238e+01
2.824483038352058628e+01,1.350329020233506760e+01
4.051872912323062081e+01,1.056488147916461529e+01
2.807562650558514505e+01,8.685147832434243043e+00
6.498815725607504312e+00,2.457484738576491878e+01
1.829173062552538198e+01,1.794054214582243345e+00
3.250650425454403347e+01,1.816317583750872933e+00
2.787825424190502943e+01,4.040441909637971207e+01
1.317834950150782447e+01,7.466493670239859881e+00
2.656428361459346910e+00,3.648028426225955911e+01
1.271511560173604849e+01,3.837986023501679256e+01
2.121942245694501139e+01,1.988713957735815718e+00
3.996442288212465854e+01,1.801348401213180495e+01
1.184091050571984916e+01,9.980883427479083636e+00
3.531035384843212199e+01,3.745872002730128969e+01
4.691709917265849406e+00,2.954827339983099677e+01
3.268717589807724266e+01,2.069634786006137617e+01
3.788447883159836493e+01,3.792931740162553922e+01
1.134103191516135922e+01,3.614707459715130966e+01
2.544255476460652332e+01,9.154315382886629493e+00
3.652925838839946948e+01,1.282977584428374840e+01
1.538049456931706160e+01,3.354468203601771137e+01
3.618037232698646477e+01,2.506274814654265271e+01
1.047099233060337831e+01,7.851135982183317097e+00
4.469077667958675448e+00,1.737623061291293425e+01
2.970137676245545322e+01,1.589242357844266929e+00
1.985083666130310931e+01,4.048245101612894103e+01
2.141277245997403256e+01,1.665408311484638659e+01
3.961935927445481553e+01,4.012107840988760188e+01
2.362756543549315325e+01,2.829170626278320810e+01
4.008685567045247922e+01,2.276569767671259825e+01
2.144339200350273700e-01,3.173389773749766718e+01
2.896063672732239525e+01,2.771956349106768869e+01
1.210659951284907798e+01,2.406979820060410447e+01
3.922749196452424769e+01,8.298006601767310642e+00
3.509398885002154600e+01,1.337964957369063068e+00
2.393462369627014752e+01,2.281401042486515429e+00
1.115636823996087656e+01,3.125577488473402354e+01
3.890990290047153621e+01,3.014917925365943674e+01
2.935484319057415803e+00,1.016221519016543695e+01
2.273405403781926992e+01,1.437179329732237321e+01
1.257063128529230056e+01,3.350264502728197868e+01
2.279741987459081898e+01,8.957260203300489110e+00
9.900650335124430157e+00,3.897026991059610168e+01
2.639712458785054672e+00,1.500076340584775636e+01
4.234209356576769778e+00,3.800601873061203673e+00
8.662257415666106297e+00,4.159051323629160413e-01
3.344326720620186322e+00,3.213712498185394395e+01
2.322615041049429152e+01,2.349074096564506675e+01
2.025791792271880354e+01,1.159407018975997872e+01
1.998411123509961840e+01,1.422219001731967936e+01
1.942133236350205294e+00,1.770032050513267663e+01
2.975492521856101291e+01,1.569690891645751840e+01
2.902113499286532416e+01,1.822146803030563333e+01
3.490121526179720490e+01,6.329133342227215131e+00
2.786490782385608256e+01,3.540016219213185877e+01
1.250659129996387087e+01,1.250218308668825706e+01
1.818869278693248148e+01,3.311133388672155320e+01
7.217811689889511051e+00,3.423407863466083256e+01
1.676024787944972161e+01,4.020043239994109996e+01
2.450523272497079219e+01,2.125413163896373803e+01
4.060397331235494534e+01,5.710518635478612381e+00
1.786846003222207102e+01,2.828660161313857913e+01
3.010418085157260037e+01,2.546261462625606953e+01
2.310236613774880254e+01,1.879690488107315005e+01
2.698780075538586587e+01,1.120465426660100228e+01
1.676050520287429890e+01,3.073213486615814816e+01
1.257646788307323504e+01,2.912560819877881002e+01
2.767866060883037704e+01,2.065450685568991673e+01
