x,y
1.918649249726317763e+01,2.259545069205577761e+01
4.764940332707181980e+00,1.021355804847398119e+01
6.870355985221453521e-01,1.045396119463903162e+01
1.852738611826694992e+01,2.966750437165972976e+00
2.083033391353322727e+01,3.971138650187678643e+00
2.125746869366543734e+01,7.196865103484540782e+00
1.490998706696089648e+01,1.201248064557612594e+01
2.100253119259945223e+01,1.347243752738247657e+01
1.697769906237799731e+01,1.041093954239947728e+01
2.216436658406625781e+01,2.563470000062439524e+01
2.371726239595028929e+01,1.896997058954230297e+01
6.329448999591914315e+00,2.190059472936784957e+01
2.056357720413853940e+01,2.007450596249312724e+01
1.864576336965303938e+01,1.259853614996139903e+01
1.652771979689160275e+01,1.766854056517459526e+01
1.412130348332072405e+00,1.331705858484791394e+00
1.094470869787315337e+01,9.171704182760546331e+00
2.022447602668945166e+01,1.217938826305411482e+01
2.509533480776506664e+01,7.232050911660219406e+00
1.655771224923935492e+01,4.676393409391374156e+00
1.524518441236851807e+01,1.305472776064235241e+01
4.051560877923050974e+00,1.271620628741142056e+01
4.594280021522724411e+00,1.797604738262247892e+01
1.574801800522473094e+01,7.041922756005425832e+00
5.865632550000748680e+00,1.847329792369823309e+01
2.508290622569267825e+00,1.634119520920321378e+01
1.622976122515884967e+01,1.173673972513544150e+01
2.178567038846470183e+01,2.059482305365999721e+01
1.519448129267938086e+01,2.500894642798327183e+00
1.348491972614083245e+01,8.240906179092128525e+00
1.703149063225441751e+01,9.242087422141073816e+00
7.570957005274129514e+00,5.033202199944326161e+00
1.848386893734413450e+00,1.133953717160189534e+01
2.022711330772963123e+01,2.271476821087793851e+01
2.422728053836276629e+01,5.549836110063623096e+00
2.412310825068237108e+01,9.049438397882735075e+00
1.014169044294998834e+01,2.223164867196991068e+01
1.717218741228770540e+01,1.689450752797020527e+01
8.611710923830766973e+00,2.691525422124819045e+00
2.370868657227421750e+01,1.567021299845889715e+01
1.900519757071883831e+01,1.514979781886264654e+01
1.140681139504020791e+01,1.167760195570486559e+01
9.096865096911619375e+00,1.289260901197904197e+01
2.000305799305862209e+01,2.370451380171466127e+01
2.350970258304975147e+01,2.541705026046076199e+01
1.449322121937264285e+01,9.413386021617997201e+00
1.401132962729538356e+01,5.091337421629700266e+00
2.423969702013960337e+00,2.039034663222527755e+01
1.537019657893334035e+01,5.966774854243702464e+00
9.615255368882747788e+00,1.760702612319888871e+01
5.490311935358582751e+00,1.943929163842334873e+01
4.245969296988058694e+00,2.045788481620695975e+01
1.993386723712984576e+01,1.644138748966783226e+01
1.426676970989003834e+01,3.484271157697031995e+00
4.215253301353852899e-01,1.345278604229830854e+01
3.836545381743763361e+00,6.294787733328116808e+00
4.984211392008568886e+00,1.125144829870615704e+00
6.869784603348274565e-01,2.320966288875498496e+00
2.501660510962873474e+01,2.989256702128402665e+00
1.712031507931755669e+01,7.897555697370496119e+00
2.055268795367543433e+01,8.486347865461247864e+00
1.961753889220992875e+01,9.197110500969889912e+00
1.363456052171466304e+01,2.494585422032107758e+01
4.019304828736035340e+00,1.431118789653211465e+01
8.238145298511918568e+00,1.980346379193246165e+01
2.258925013438841134e+01,1.822519536334361945e+01
1.001107605770829162e-01,1.746529477334681957e+01
7.763354900913617129e+00,2.115574884981095138e+01
3.766868748310882253e+00,9.675559460736334216e+00
1.776914581702775209e+01,2.201849060280608583e+01
2.241437078339211197e+01,1.562463607652155417e+01
9.862759181033501577e+00,1.648898035297999343e+01
5.506727341314574531e+00,2.587684278693969109e-01
1.807396194384945431e+01,2.532595531100109554e+01
2.494284209772974137e+01,1.471524517358129458e+01
2.316089295743483234e+01,5.437986189749053345e+00
1.918676000710065210e+01,1.174165210993131225e+01
7.215261494452175128e+00,1.088213036919841414e+01
8.460111652705201379e+00,7.516276421990165879e+00
2.552105858007584160e+01,9.779086331003478350e+00
1.925516725741966084e+01,1.997523621998981369e+01
2.481662596707317370e+00,1.801489316692610920e+00
1.408084010709891842e+01,1.694604276742898108e+01
2.555755601045737180e+00,5.711450023196399606e+00
1.534204710850913500e+01,2.311068401516835635e+01
1.307222072252660183e+01,1.642200070628234698e+01
2.472826667691228764e+01,2.009210178013281833e+01
8.131477807612384368e+00,2.507400030889674625e+01
9.981530503187325820e+00,6.675046255618736879e+00
7.396204021122828820e+00,8.136225559248373429e+00
4.815792019398987267e-01,7.328973855911085522e+00
2.233105252852853884e+00,1.894364867030946442e+01
1.380347976211477423e+01,1.076307407628632085e+01
1.259868187221248048e+00,1.655315999435405772e+01
6.227249020009214320e+00,1.596836068951050080e+01
8.832356093146410458e+00,1.138636240940637023e+01
1.215713741076703380e+00,2.142662503606453228e+01
1.762464357771619561e+01,1.421244314352645333e+01
9.775899603736652732e-02,2.373200760711222301e+01
2.182138148287285873e+01,6.313325727277676158e+00
1.188180859202438100e+01,2.503716213165504811e+01
7.182736985598839219e+00,2.433493493291760679e+00
1.731536976181222087e+01,3.973440911317080104e+00
1.556694504913573773e+01,1.029726162368549858e+00
1.465048468842992690e+01,2.464627836678489103e+01
1.225120014828560144e+01,1.516943693530025072e+01
2.177602467504435779e+01,1.651906528601284174e+00
7.251711343482301508e+00,1.609671812319885831e+01
1.220478573549719847e+01,2.392540769016297020e+01
2.422392532350505778e+00,7.235804677670681251e+00
1.045470466655397779e+00,4.848546693011666520e+00
2.500671500555899129e+01,1.066940460864969964e+01
8.135936150024827285e+00,1.558178613809376500e+01
3.732480855076618642e+00,2.133061451113990614e+01
9.809830347637607417e+00,1.959922407772241471e+01
1.277597404604822273e+01,5.754551753713054829e+00
1.242108196594286840e+00,1.403449060475467292e+01
1.902566340205241247e+01,1.990702524567798060e+00
6.537947833005170573e+00,1.240074729621750471e+01
5.150687040642093484e-01,2.218129478970282875e+01
1.152248466247626979e+01,7.207939613529071865e-01
2.273640522980850420e+01,2.298128643130323923e+01
2.355944927130746791e+01,4.483262904612505650e+00
1.935578976924537997e+01,5.996129181349777459e-01
6.045442179811820083e+00,4.126420077359431282e+00
1.244860307486464102e+01,1.396961848318418475e+01
1.463716497417518347e+01,8.368177481660522332e+00
1.835857974385218583e+01,6.666150216917817950e+00
2.453489299220118625e+01,1.313703039824103058e+01
2.511195803096899937e+01,1.846253304404219975e+01
1.634678710658211642e+01,1.667872822680645850e+00
2.774297914155261502e+00,1.202605999526554470e+01
1.909496096618745042e+01,5.809743544146932948e+00
1.762052951312647409e+01,1.524296775708961960e+01
1.247693068322108445e+01,1.126288379737768430e+01
1.780941331535176886e+01,2.049870700762819098e+01
2.370169168451781516e+01,8.006145265583226589e+00
6.476864545613158164e+00,1.347262840212805912e+01
2.682442319796300545e+00,2.365117599806010418e+01
5.155415576944390565e+00,2.089434407593731180e+01
5.563586687040801060e+00,1.674032499738816782e+01
2.462153533175500186e+01,4.578342844300346548e-01
1.097309028092541006e+01,1.722459363999044868e+00
2.690614469383764362e+00,8.578887437188784659e+00
2.247124198390126182e+01,1.670095448739845523e+01
1.430732884371314384e+01,2.210251125437420328e+01
1.434168158889487721e+01,4.396918472299976566e-02
1.508714779452422583e+01,1.451133628635548689e+01
1.058710652440936073e+01,4.248188676735292546e+00
1.465920016351642019e+01,1.592302744636746681e+01
6.168630579251761503e+00,1.037180447755078916e+01
3.744523649862121495e+00,2.396045544102939218e+01
1.720578466163787112e+01,2.478507038184956457e+01
2.508582898006853057e+01,2.124863244858246958e+01
2.904262478906435518e+00,2.488244280780242690e+01
2.312449279498272858e+01,8.864699536983447814e+00
9.874655978010606461e+00,1.372112687809410225e+01
2.493727343261563334e+01,1.595140038370775315e+01
2.261110433424716604e+01,1.143228596226051685e+01
8.848982653695228962e+00,1.718956482759019522e-01
8.927345529404309588e+00,1.407467418259325598e+01
9.738472157883695246e+00,2.315493252840736815e+01
1.002897945322390783e+01,1.046326530132588495e+01
3.525021111052169864e+00,1.519025234664136725e+01
6.631824506575025424e+00,2.457566752064527194e+01
1.772760251264265463e+01,1.166747678205978289e+01
1.793695089845602997e+00,8.128782504502304107e+00
1.976935190040628854e+01,3.143473340997705812e+00
4.053649854797888530e+00,2.581662948976915839e+00
2.012132025554232939e+01,1.756211511994744612e+01
5.653006399395366088e+00,2.435404068455298798e+01
2.236402306639091719e+01,2.455164251679390475e+01
1.245195986320781678e+01,7.105243053902850825e+00
2.065924271874670026e+01,5.600827004269321563e+00
2.142457927637700976e+01,1.440939376861523158e+01
1.268487476721729301e+01,2.243967335057533674e+01
2.394637723020642994e+01,3.062024575345980271e+00
5.514460297381390319e+00,1.297426311739958749e+01
1.345912677468872509e+01,2.603676219700906458e+00
2.086100711186396506e+00,4.472827207658453652e+00
1.197259954711307195e+01,8.188974907413957283e+00
1.247699567050851677e+01,1.886508948798145724e+01
3.465006962830255333e+00,2.291217619313436415e+01
9.379770895775624950e+00,2.487757747886393744e+01
4.528475694488823144e+00,3.634727347058832159e+00
8.675712675396729523e+00,1.031886339186988089e+01
9.697423527733599613e+00,2.691288150059720774e+00
4.961720693394939374e+00,6.417750838467741303e+00
3.335647082176044886e+00,1.800762811762695037e+01
1.968004933998185635e+01,2.522718733095169341e+01
1.237343713462659878e+01,1.842626777497512691e+00
