x,y
1.057091880948036966e+01,7.261233314968883690e+00
1.237208492810169957e+01,2.695015747100101322e+01
2.934040616434093973e+00,2.817785193236399621e+01
1.736343011159919669e+01,8.439790652693302420e+00
2.299413961965510733e+00,1.353367228851366910e+01
1.364541829968637288e+01,3.577584341144369517e+00
1.626007580542355058e+01,2.120562331033718451e+01
1.565417643728678065e+01,1.564285606863838884e+00
2.894213184150886420e+01,2.406896596271506539e+01
9.478413268998835406e+00,2.228003397437149502e+01
2.472870055091030395e+01,2.118284023186390286e+01
1.300056873563635484e+01,9.682431359454436726e-02
7.238279918863620210e+00,2.370649055013698359e+01
5.484611538065401248e+00,1.343284132748133786e+01
7.986611834440092039e+00,2.231941455516188166e-01
1.612629309178127457e+01,2.694874913920907744e+01
1.433318642984421487e+01,6.042713555798709280e+00
9.772433447495751935e+00,2.008082056295006357e+00
1.012039875756122598e+01,4.689645220815432225e+00
1.841146159089463197e+01,2.590413004008147624e+01
7.864557091824184276e+00,1.432245139808445167e+01
2.625335592700979959e+01,5.411115079699891917e-01
3.840442002177336001e+00,2.469889806640337682e+01
4.081261697403167688e+00,2.742223246681859194e+01
3.657410415485384370e+00,3.891946770773900166e+00
2.839318173302342174e+01,2.140544491155549522e+01
2.036469476844763804e+01,2.415481653712974364e+01
1.568499461539384576e+01,2.573794445050969060e+01
2.878548708528373723e+01,1.242258846166270558e+01
2.459833078679614538e+00,6.142137438462130561e+00
1.548115760028982457e+01,5.367566922999250423e+00
4.683010341102802343e+00,2.404245402167450152e+01
2.116802021784274146e+01,2.374969557123677522e+00
2.417202736891033155e+01,5.022192667888650597e+00
2.331974183844371851e+01,2.672003667036039687e+01
1.299429276735612859e+01,2.791031013815675266e+01
1.749760285271614757e+00,1.484538936003420950e+01
5.765494782029908505e-01,7.943678436986104430e+00
4.768752375703033231e+00,1.997920760754715985e+01
1.888438003876742499e+01,3.448051127891460954e+00
1.338944719875749634e+01,2.675631372087344673e+01
3.125151318267446410e+00,8.792289649284404263e+00
5.731707966301565094e+00,8.529328095061231352e+00
2.022488058171306591e+01,1.154645183733463121e+01
6.328499643791645646e+00,5.936102153004289228e+00
2.407336178085590817e+01,1.984460993609625845e+01
3.795886231631885988e+00,1.672504318386702948e+01
4.911140328199246063e+00,1.426955721915883402e+01
2.462512307998719052e+01,2.692831818900920737e+01
2.374991207454791109e+01,1.858264333441664817e+01
2.087550681664537944e+00,2.258917257872996132e+01
1.327652728337437615e+01,2.593355793081315586e+00
1.248392704532853514e+01,1.195601051722410801e+01
1.300667504252911399e+01,2.136126424548097447e+01
6.884778709702895405e+00,8.398952807717115832e+00
1.922416722554555690e+01,7.943618967239007844e-01
2.414050649822618766e+01,7.525906964623542805e+00
2.894168852029604722e+01,2.948371589826042083e+00
2.596920680719082242e+01,2.204984067445955631e+01
1.691331338463288603e+01,2.217353898328630279e+01
2.508061207221139455e+01,2.440987519754463264e+01
6.159223488762155974e+00,3.339564073568686009e+00
3.074224727867824747e+00,2.199670668214588076e+01
2.757676399903984787e+01,1.865967804555785037e+01
2.089447651902273151e+01,9.092321902795832855e+00
1.107946677721313478e+01,1.873218783925148045e+01
2.396711800620676769e+01,1.583494697688902697e+01
2.080272295132927951e+01,5.872500513619968388e+00
2.560921243167430816e+01,7.729816895455179804e+00
7.177601307798869179e+00,2.111716270964798881e+01
1.042852962161964392e+01,2.117128131587231010e+01
1.593453363320663385e+01,8.065411793803429319e+00
2.236598375332041044e+01,2.225455774447732438e+01
2.834447014356904049e+01,2.706361091158276366e+01
2.580603857682219981e+01,2.725773601136497604e+01
2.262419417717546821e+01,2.595327399367718169e+00
6.887157437981604957e+00,2.724089558492867624e+01
1.733973618394564653e+01,3.596511343326489474e+00
8.438248084169789109e+00,1.894811445235207970e+01
2.997805298919561601e+00,1.789918030763668355e+01
6.162649569016127593e+00,1.100482593860360581e+01
1.597653516564621334e+01,1.871595390557245864e+01
4.502308973541260251e+00,8.158338028801812580e-01
2.653204915809845232e+01,2.477198939575983871e+01
1.994423613445140830e+01,3.338699845903391861e+00
2.878890116433725055e+01,2.227458541738395470e-01
9.903584827523143730e+00,1.028163163950699754e+01
1.068031977380322495e+01,1.103589234948302300e+00
2.760830058339229964e+01,2.465256264099904371e+01
2.387094842006741047e+01,1.258299036874338306e+01
1.566539150615230724e+01,3.684614634148507539e-01
1.941133048620151058e+01,2.177491542977898220e+01
5.516734980258722665e+00,8.918735410854765622e-01
2.722755717399267184e+01,1.038512644012305941e+01
1.523486546007019271e+00,2.585316168455010555e+01
1.069837913098346327e+01,2.003046771953713190e+01
1.640756347472557763e+01,2.979240140222299438e+00
8.264932847967473961e+00,8.315257543234176651e+00
1.820823665874760167e+01,1.023360385968656416e+00
8.845830670132647455e+00,1.351879450344296174e+01
2.351631935303414522e+01,2.923775835027532466e+01
1.038566260935838770e+01,1.552573748430649836e+01
2.551525994529993469e+01,4.580521399734803545e+00
2.459227056551475332e+00,2.547143531804865191e+01
2.023028685652153413e+01,2.764970910602777465e+01
2.288236808548990808e+01,7.394997326162291884e+00
1.451364149146151128e+01,1.936595590121773114e+01
1.925453468648612798e+01,6.167243610473369664e+00
2.658659880421651067e+01,1.581719804154068143e+01
4.947745130917018841e+00,1.094920196296349246e+01
1.256356304703516447e+00,1.589933096525484757e+01
7.676887401293316593e+00,5.351751969069248993e+00
1.858448008046134348e+01,1.926620254352278749e+01
1.893775571325973672e+01,2.026286547017770445e+01
2.629658264301387049e+01,1.331931916330367471e+01
7.316353487997914407e+00,2.858738468565307667e+00
2.712602573274332585e+01,2.201558919907082057e+01
1.346346420061517968e+01,1.970465581046040526e+01
2.882166708562867186e+01,5.542196353128183262e+00
2.760100032189550134e+01,3.190537291918374319e+00
1.796296756218302981e-01,2.075307646888980528e+01
6.028883124211600553e+00,2.336890734132046532e+01
