chain,temperature,mean_energy,mean_energy_per_particle,energy_fluctuation,heat_capacity_over_k,heat_capacity_per_particle,acceptance_rate,unfavorable_accepted,energy_discrepancy,max_displacement,production_steps,accepted_moves,tracked_energy,recalculated_energy
2,0.14999999999999999,252.36896666666667,1.0094758666666666,2.4479369322289131,108.79719698795169,0.43518878795180677,0.28294235333333334,76786,0,0.20480000000000007,150000000,42441353,251,251
3,0.25,351.75567999999998,1.4070227199999998,38.970147737622028,623.52236380195245,2.4940894552078099,0.26981186000000001,302722,0,0.32000000000000006,50000000,13490593,351,351
3,0.23999999999999999,344.89337999999998,1.3795735199999999,34.20169217561488,593.77937804886949,2.375117512195478,0.25798149999999997,256332,0,0.32000000000000006,50000000,12899075,336,336
3,0.23000000000000001,338.86009999999999,1.3554404,34.51728799000557,652.50071814755324,2.6100028725902131,0.31431436000000001,222765,0,0.25600000000000006,50000000,15715718,335,335
3,0.22,330.84231999999997,1.3233692799999999,38.473830350951175,794.913850226264,3.1796554009050562,0.30035190666666667,550683,0,0.25600000000000006,150000000,45052786,341,341
3,0.20999999999999999,322.42684666666668,1.2897073866666666,47.944048589808517,1087.1666346895356,4.3486665387581427,0.28666185999999999,447152,0,0.25600000000000006,150000000,42999279,327,327
3,0.20499999999999999,317.71264666666667,1.2708505866666666,44.603754728494096,1061.3623968707698,4.2454495874830789,0.27854814666666666,399920,0,0.25600000000000006,150000000,41782222,315,315
3,0.20300000000000001,316.32012666666668,1.2652805066666668,43.168898917283514,1047.5599727555511,4.1902398910222045,0.27685974000000002,381044,0,0.25600000000000006,150000000,41528961,317,317
3,0.20100000000000001,309.93422666666669,1.2397369066666668,85.557020535270567,2117.6956148429631,8.4707824593718524,0.27028425333333334,367289,0,0.25600000000000006,150000000,40542638,315,315
3,0.19900000000000001,310.95197666666667,1.2438079066666667,45.831410426122602,1157.3296236489634,4.6293184945958537,0.34112800666666665,707988,0,0.20480000000000007,300000000,102338402,313,313
3,0.19700000000000001,310.53611999999998,1.2421444799999999,46.689155345622567,1203.0496881038564,4.8121987524154255,0.33880829666666668,671050,0,0.20480000000000007,300000000,101642489,298,298
3,0.19500000000000001,306.94685666666669,1.2277874266666668,55.374359119450673,1456.2619097817401,5.8250476391269608,0.33384585666666666,640715,0,0.20480000000000007,300000000,100153757,306,306
3,0.193,302.07848666666666,1.2083139466666666,51.324013176490553,1377.8628466936173,5.5114513867744694,0.33022558000000002,618081,0,0.20480000000000007,300000000,99067674,294,294
3,0.191,281.47725333333335,1.1259090133333334,162.33842925580393,4449.9446083112834,17.799778433245134,0.30987165666666666,605938,0,0.20480000000000007,300000000,92961497,292,292
3,0.189,278.10721333333333,1.1124288533333333,183.42518530115194,5134.9398197461414,20.539759278984565,0.30490126000000001,576369,0,0.20480000000000007,300000000,91470378,286,286
3,0.187,270.77017333333333,1.0830806933333332,38.930533036618726,1113.2869981017109,4.4531479924068433,0.29762806333333336,553392,0,0.20480000000000007,300000000,89288419,272,272
3,0.185,262.06099333333333,1.0482439733333333,19.565066479961388,571.6600870697265,2.2866403482789059,0.29464414666666666,520284,0,0.20480000000000007,300000000,88393244,263,263
3,0.183,263.45492000000002,1.0538196800000001,29.032794460246805,866.93524620761468,3.4677409848304586,0.29171236333333334,493242,0,0.20480000000000007,300000000,87513709,279,279
3,0.18099999999999999,262.88973333333331,1.0515589333333333,20.103607928904239,613.64451417552084,2.4545780567020832,0.29002589333333334,467047,0,0.20480000000000007,300000000,87007768,260,260
3,0.17899999999999999,259.33330666666666,1.0373332266666666,12.635233332621283,394.34578610596679,1.5773831444238673,0.28942880666666665,435482,0,0.20480000000000007,300000000,86828642,255,255
3,0.17699999999999999,258.40158666666667,1.0336063466666667,11.273221482493682,359.83342853246779,1.4393337141298712,0.28853633000000001,409146,0,0.20480000000000007,300000000,86560899,257,257
3,0.17499999999999999,258.34210999999999,1.0333684400000001,15.069617414585082,492.06914006808438,1.9682765602723375,0.28776815666666666,383078,0,0.20480000000000007,300000000,86330447,255,255
3,0.16500000000000001,254.82218,1.01928872,6.0238800475999597,221.26281166574688,0.88505124666298751,0.28191755333333335,136022,0,0.20480000000000007,150000000,42287633,254,254
3,0.155,252.84233333333333,1.0113693333333333,3.5671678888902534,148.47733148346526,0.59390932593386103,0.27766678,92760,0,0.20480000000000007,150000000,41650017,252,252
3,0.14999999999999999,252.30428000000001,1.00921712,3.0587736815941753,135.94549695974112,0.54378198783896448,0.2769411,74787,0,0.20480000000000007,150000000,41541165,256,256
4,0.25,351.75313999999997,1.4070125599999999,39.540760140429484,632.65216224687174,2.5306086489874868,0.27025468000000002,303476,0,0.32000000000000006,50000000,13512734,360,360
4,0.23999999999999999,344.59390000000002,1.3783756,41.30234278998978,717.05456232621145,2.8682182493048458,0.32599899999999998,265087,0,0.25600000000000006,50000000,16299950,340,340
4,0.23000000000000001,338.92934000000002,1.3557173600000001,36.456947164377198,689.1672431829337,2.7566689727317346,0.31526063999999998,222528,0,0.25600000000000006,50000000,15763032,335,335
4,0.22,330.95902666666666,1.3238361066666666,38.005427852622233,785.23611265748423,3.1409444506299371,0.30085982666666666,550475,0,0.25600000000000006,150000000,45128974,333,333
4,0.20999999999999999,322.80500000000001,1.29122,40.334734999996726,914.61984126976722,3.658479365079069,0.28678316666666664,446004,0,0.25600000000000006,150000000,43017475,329,329
4,0.20499999999999999,318.82003333333336,1.2752801333333335,39.60684533220774,942.45913937436637,3.7698365574974657,0.27994854000000002,398045,0,0.25600000000000006,150000000,41992281,323,323
4,0.20300000000000001,315.55063333333334,1.2622025333333333,43.409556265556603,1053.3998948180397,4.2135995792721586,0.27644931333333334,381252,0,0.25600000000000006,150000000,41467397,318,318
4,0.20100000000000001,312.80025999999998,1.25120104,56.076177265742444,1387.9898335621008,5.5519593342484033,0.27228744666666665,363914,0,0.25600000000000006,150000000,40843117,303,303
4,0.19900000000000001,310.13305666666668,1.2405322266666667,74.25821925677883,1875.1602044589486,7.5006408178357944,0.26874362666666668,692436,0,0.25600000000000006,300000000,80623088,314,314
4,0.19700000000000001,308.05532333333332,1.2322212933333332,49.544215995454579,1276.6166609666464,5.1064666438665851,0.33706455333333335,676703,0,0.20480000000000007,300000000,101119366,309,309
4,0.19500000000000001,304.80723666666665,1.2192289466666666,65.438558964000549,1720.9351469822627,6.8837405879290507,0.33433820333333331,648295,0,0.20480000000000007,300000000,100301461,318,318
4,0.193,295.52557333333334,1.1821022933333334,152.54531933795079,4095.2862986375681,16.381145194550271,0.26569624666666669,609194,0,0.24576000000000006,300000000,79708874,277,277
4,0.191,289.67443333333335,1.1586977333333335,239.04631301220797,6552.6250106139632,26.210500042455852,0.33081582999999998,596395,0,0.19660800000000006,300000000,99244749,287,287
4,0.189,285.86375666666669,1.1434550266666668,142.76760108744202,3996.7414430570816,15.986965772228327,0.26915350333333332,562262,0,0.23592960000000007,300000000,80746051,275,275
4,0.187,271.54695666666669,1.0861878266666667,54.302708404778969,1552.8813636300429,6.2115254545201717,0.25365640666666667,537943,0,0.23592960000000007,300000000,76096922,276,276
4,0.185,267.90196666666668,1.0716078666666666,31.933102798881009,933.03441340777238,3.7321376536310895,0.24922326,507559,0,0.23592960000000007,300000000,74766978,264,264
4,0.183,265.98271,1.06393084,26.803551055898424,800.36880933734733,3.2014752373493893,0.31876308666666664,498935,0,0.18874368000000008,300000000,95628926,266,266
4,0.18099999999999999,264.43444333333332,1.0577377733333333,20.564488990130485,627.71249321237099,2.510849972849484,0.31687663999999999,471850,0,0.18874368000000008,300000000,95062992,264,264
4,0.17899999999999999,262.38196333333332,1.0495278533333332,18.850340678662178,588.3193620255978,2.353277448102391,0.3131022,444796,0,0.18874368000000008,300000000,93930660,257,257
4,0.17699999999999999,263.21280999999999,1.0528512399999999,25.346008570573758,809.02705386618663,3.2361082154647467,0.31268972666666667,419138,0,0.18874368000000008,300000000,93806918,261,261
