r,g_r
3.787500000000000533e+00,8.951342955043364302e-01
3.812500000000000000e+00,8.808967486399336133e-01
3.837500000000000355e+00,8.691234327948205163e-01
3.862499999999999822e+00,8.558464044110680735e-01
3.887500000000000178e+00,8.470594942356926005e-01
3.912500000000000533e+00,8.341438908365212956e-01
3.937500000000000000e+00,8.247681988067376846e-01
3.962500000000000355e+00,8.133579527458458802e-01
3.987499999999999822e+00,8.038559149624063815e-01
4.012500000000000178e+00,7.972519906496271513e-01
4.037499999999999645e+00,7.863956308973211184e-01
4.062500000000000000e+00,7.756540831117400003e-01
4.087500000000000355e+00,7.734256624353840204e-01
4.112500000000000711e+00,7.627870525702059590e-01
4.137500000000000178e+00,7.590064808578258493e-01
4.162499999999999645e+00,7.504689524447960558e-01
4.187500000000000000e+00,7.470794980388977269e-01
4.212500000000000355e+00,7.400766437762849037e-01
4.237500000000000711e+00,7.360481376179359714e-01
4.262500000000000178e+00,7.304813487157171270e-01
4.287499999999999645e+00,7.286499721092867254e-01
4.312500000000000000e+00,7.267630654271544088e-01
4.337500000000000355e+00,7.252501605405017315e-01
4.362500000000000711e+00,7.199907681066808340e-01
4.387500000000000178e+00,7.205987350781651868e-01
4.412499999999999645e+00,7.212298224041614469e-01
4.437500000000000000e+00,7.211204129092226855e-01
4.462500000000000355e+00,7.200124687610959251e-01
4.487500000000000711e+00,7.210278225339359359e-01
4.512500000000000178e+00,7.230454386349289830e-01
4.537499999999999645e+00,7.268961740891005663e-01
4.562500000000000000e+00,7.279475356309317302e-01
4.587500000000000355e+00,7.311678348919140591e-01
4.612500000000000711e+00,7.368199289732120238e-01
4.637500000000000178e+00,7.399653658968338155e-01
4.662499999999999645e+00,7.463562266504086828e-01
4.687500000000000000e+00,7.514250998250320279e-01
4.712500000000000355e+00,7.584957475986411346e-01
4.737500000000000711e+00,7.671268928923763442e-01
4.762500000000000178e+00,7.749092267186409311e-01
4.787500000000000533e+00,7.833709022486744500e-01
4.812500000000000000e+00,7.922505206842964665e-01
4.837500000000000355e+00,8.039083144323173613e-01
4.862500000000000711e+00,8.134729415178724166e-01
4.887500000000000178e+00,8.273746322668553699e-01
4.912500000000000533e+00,8.414935401135885673e-01
4.937500000000000000e+00,8.596201681263415662e-01
4.962500000000000355e+00,8.759015722296203954e-01
4.987500000000000711e+00,8.955927388318110083e-01
5.012500000000000178e+00,9.198771516235348944e-01
5.037500000000000533e+00,9.479049147961507993e-01
5.062500000000000000e+00,9.734526845721768185e-01
5.087500000000000355e+00,9.991397890313620245e-01
5.112500000000000711e+00,1.018687268841486082e+00
5.137500000000000178e+00,1.038908945350621060e+00
5.162500000000000533e+00,1.057259643300321628e+00
5.187500000000000000e+00,1.073438500109407556e+00
5.212500000000000355e+00,1.084083413970598153e+00
5.237500000000000711e+00,1.101141802601489195e+00
5.262500000000000178e+00,1.109892286543704865e+00
5.287500000000000533e+00,1.122121963894670227e+00
5.312500000000000000e+00,1.130919524696658351e+00
5.337500000000000355e+00,1.138626100049361156e+00
5.362500000000000711e+00,1.144496210122104785e+00
5.387500000000000178e+00,1.149852411484126868e+00
5.412500000000000533e+00,1.157393918270098965e+00
5.437500000000000000e+00,1.161510111126088596e+00
5.462500000000000355e+00,1.163430238475907430e+00
5.487500000000000711e+00,1.166586735781566020e+00
5.512500000000000178e+00,1.167268135014928543e+00
5.537500000000000533e+00,1.167805423424226108e+00
5.562500000000000000e+00,1.166797863280319980e+00
5.587500000000000355e+00,1.167552117290278524e+00
5.612500000000000711e+00,1.165845050218018208e+00
5.637500000000000178e+00,1.167166889901955162e+00
5.662500000000000533e+00,1.162896164908757690e+00
5.687500000000000000e+00,1.163287166910864201e+00
5.712500000000000355e+00,1.159354313256865554e+00
5.737500000000000711e+00,1.154663051067657653e+00
5.762500000000000178e+00,1.150988220798394579e+00
5.787500000000000533e+00,1.149589120096260908e+00
5.812500000000000000e+00,1.144336225596296552e+00
5.837500000000000355e+00,1.140095004310313520e+00
5.862500000000000711e+00,1.137539683006691726e+00
5.887500000000000178e+00,1.131791552101696574e+00
5.912500000000000533e+00,1.126330635735528940e+00
5.937500000000000000e+00,1.120053655849184926e+00
5.962500000000000355e+00,1.115693100908774271e+00
5.987500000000000711e+00,1.110739516940428384e+00
6.012500000000000178e+00,1.103589190134498521e+00
6.037500000000000533e+00,1.099074293658853563e+00
6.062500000000000000e+00,1.092466201782325230e+00
6.087500000000000355e+00,1.087539622554897667e+00
6.112500000000000711e+00,1.080886950504997168e+00
6.137500000000000178e+00,1.075821964046389967e+00
6.162500000000000533e+00,1.069532787786773076e+00
6.187500000000000000e+00,1.065177695911245337e+00
6.212500000000000355e+00,1.058459763298505329e+00
6.237500000000000711e+00,1.052374584830824800e+00
6.262500000000000178e+00,1.046977202618885938e+00
6.287500000000000533e+00,1.040827308944390683e+00
6.312500000000000000e+00,1.035486137850264443e+00
6.337500000000000355e+00,1.028931044061137889e+00
6.362500000000000711e+00,1.022309795433125723e+00
6.387500000000000178e+00,1.018433764051207557e+00
6.412500000000000533e+00,1.012628605767470491e+00
6.437500000000000000e+00,1.006660466499363915e+00
6.462500000000000355e+00,1.003518843814356742e+00
6.487500000000000711e+00,9.984686612986177767e-01
6.512500000000000178e+00,9.921152915107774861e-01
6.537500000000000533e+00,9.877939431398360393e-01
6.562500000000000000e+00,9.846354769826095588e-01
6.587500000000000355e+00,9.776268567263517451e-01
6.612500000000000711e+00,9.750244112361795557e-01
6.637500000000000178e+00,9.687562247502262691e-01
6.662500000000000533e+00,9.657456493226032057e-01
6.687500000000000000e+00,9.617827811551628026e-01
6.712500000000000355e+00,9.595854000225649827e-01
6.737500000000000711e+00,9.549135954179915897e-01
6.762500000000000178e+00,9.503147418074014974e-01
6.787500000000000533e+00,9.481718751850133353e-01
6.812500000000000000e+00,9.461927588819917245e-01
6.837500000000000355e+00,9.412874205569479180e-01
6.862500000000000711e+00,9.381989662458900536e-01
6.887500000000000178e+00,9.390564515083509312e-01
6.912500000000000533e+00,9.341557308010693950e-01
6.937500000000000000e+00,9.326379182496937759e-01
6.962500000000000355e+00,9.312495060361318799e-01
6.987500000000000711e+00,9.276210163574801770e-01
7.012500000000000178e+00,9.293020019352035144e-01
7.037500000000000533e+00,9.264450962547263746e-01
7.062500000000000000e+00,9.252230194091763948e-01
7.087500000000000355e+00,9.262968141298086877e-01
7.112500000000000711e+00,9.264357658870711054e-01
7.137500000000000178e+00,9.244487944155550530e-01
7.162500000000000533e+00,9.245427413384385007e-01
7.187500000000000000e+00,9.264167100432946222e-01
7.212500000000000355e+00,9.249998350320453033e-01
7.237500000000000711e+00,9.271773465789461266e-01
7.262500000000000178e+00,9.276210590106035436e-01
7.287500000000000533e+00,9.294482696797317089e-01
7.312500000000000000e+00,9.298073582118457914e-01
7.337500000000000355e+00,9.326461011249470578e-01
7.362500000000000711e+00,9.345960446389420806e-01
7.387500000000000178e+00,9.362135973829767144e-01
7.412500000000000533e+00,9.374018092611886566e-01
7.437500000000000000e+00,9.410971841373800828e-01
7.462500000000000355e+00,9.441481134831789523e-01
7.487500000000000711e+00,9.449972847859881009e-01
7.512500000000000178e+00,9.487898051088103912e-01
7.537500000000000533e+00,9.518064842969492512e-01
7.562500000000000000e+00,9.553877722441211917e-01
7.587500000000000355e+00,9.603899473877578474e-01
7.612500000000000711e+00,9.624657313483808707e-01
7.637500000000000178e+00,9.685569475995071675e-01
7.662500000000000533e+00,9.704861948538394678e-01
7.687500000000000000e+00,9.747024268855699614e-01
7.712500000000000355e+00,9.778928742342165581e-01
7.737500000000000711e+00,9.807138495050792271e-01
7.762500000000000178e+00,9.860216351544404123e-01
7.787500000000000533e+00,9.916144897359355781e-01
7.812500000000000000e+00,9.933853227069425751e-01
7.837500000000000355e+00,9.966966268080542646e-01
7.862500000000000711e+00,1.000017965476809767e+00
7.887500000000000178e+00,1.003765074050582351e+00
7.912500000000000533e+00,1.005742255171841126e+00
7.937500000000000000e+00,1.007685807735570149e+00
7.962500000000000355e+00,1.012583064468429273e+00
7.987500000000000711e+00,1.013243312382209327e+00
8.012499999999999289e+00,1.017124609581939954e+00
8.037500000000001421e+00,1.021220647730194608e+00
8.062500000000000000e+00,1.021575714478022645e+00
8.087500000000000355e+00,1.023033136132652565e+00
8.112500000000000711e+00,1.025753480707124687e+00
8.137499999999999289e+00,1.027361850591387515e+00
8.162500000000001421e+00,1.029846995370323537e+00
8.187500000000000000e+00,1.030905553358826499e+00
8.212500000000000355e+00,1.032339677172556813e+00
8.237500000000000711e+00,1.033792918063751065e+00
8.262499999999999289e+00,1.033795002019102238e+00
8.287500000000001421e+00,1.034439262396682935e+00
8.312500000000000000e+00,1.036829480733983733e+00
8.337500000000000355e+00,1.035799878649831030e+00
8.362500000000000711e+00,1.038020700281343300e+00
8.387499999999999289e+00,1.038432768599458766e+00
8.412500000000001421e+00,1.037761136861254485e+00
8.437500000000000000e+00,1.036094510847655137e+00
8.462500000000000355e+00,1.038383909422568641e+00
8.487500000000000711e+00,1.037861769391458910e+00
8.512499999999999289e+00,1.037317568010443170e+00
8.537500000000001421e+00,1.036187172472888829e+00
8.562500000000000000e+00,1.035488063582464813e+00
8.587500000000000355e+00,1.035429385500938437e+00
8.612500000000000711e+00,1.034582785288830742e+00
8.637499999999999289e+00,1.034077176818916088e+00
8.662500000000001421e+00,1.033222315647623013e+00
8.687500000000000000e+00,1.031389836651945391e+00
8.712500000000000355e+00,1.030262913033580752e+00
8.737500000000000711e+00,1.029043347731657843e+00
8.762499999999999289e+00,1.027917924739832678e+00
8.787500000000001421e+00,1.028136549386845955e+00
8.812500000000000000e+00,1.027383598656327557e+00
8.837500000000000355e+00,1.025104283073094535e+00
8.862500000000000711e+00,1.024298047603836137e+00
8.887499999999999289e+00,1.024032147174988028e+00
8.912500000000001421e+00,1.021739698240600847e+00
8.937500000000000000e+00,1.019703396504997084e+00
8.962500000000000355e+00,1.019263309603247958e+00
8.987500000000000711e+00,1.016801521197048919e+00
9.012499999999999289e+00,1.015602825157509992e+00
9.037500000000001421e+00,1.014083346390416640e+00
9.062500000000000000e+00,1.012119855772827481e+00
9.087500000000000355e+00,1.009668380753797612e+00
9.112500000000000711e+00,1.009801846676422032e+00
9.137499999999999289e+00,1.007195114213846443e+00
9.162500000000001421e+00,1.006292940817636428e+00
9.187500000000000000e+00,1.004731583178799514e+00
9.212500000000000355e+00,1.003745904560249480e+00
9.237500000000000711e+00,1.000611494826642911e+00
9.262499999999999289e+00,1.000443934336466167e+00
9.287500000000001421e+00,9.987873628801871018e-01
9.312500000000000000e+00,9.986994298452631647e-01
9.337500000000000355e+00,9.969849482057985268e-01
9.362500000000000711e+00,9.952029223182510265e-01
9.387499999999999289e+00,9.945425651989049376e-01
9.412500000000001421e+00,9.917202956465612784e-01
9.437500000000000000e+00,9.909096879473709985e-01
9.462500000000000355e+00,9.901345805874633976e-01
9.487500000000000711e+00,9.891735283707404625e-01
9.512499999999999289e+00,9.888691050859964582e-01
9.537500000000001421e+00,9.869536188878932359e-01
9.562500000000000000e+00,9.855285507381361665e-01
9.587500000000002132e+00,9.847589884434814200e-01
9.612500000000000711e+00,9.850652682826410711e-01
9.637499999999999289e+00,9.843801681309074514e-01
9.662500000000001421e+00,9.838994324887773146e-01
9.687500000000000000e+00,9.819044622594391702e-01
9.712500000000002132e+00,9.818950695818103869e-01
9.737500000000000711e+00,9.824945265016434837e-01
9.762499999999999289e+00,9.807881918466226923e-01
9.787500000000001421e+00,9.810106778724581034e-01
9.812500000000000000e+00,9.796194115046137352e-01
9.837500000000002132e+00,9.812596699143253387e-01
9.862500000000000711e+00,9.812530873383409347e-01
9.887499999999999289e+00,9.807721396189813534e-01
9.912500000000001421e+00,9.811398324552073058e-01
9.937500000000000000e+00,9.801306406186091058e-01
9.962500000000002132e+00,9.815082544781791318e-01
9.987500000000000711e+00,9.811783443107685576e-01
1.001249999999999929e+01,9.815204955053373759e-01
1.003750000000000142e+01,9.804280642385423405e-01
1.006250000000000000e+01,9.824750335786324174e-01
1.008750000000000213e+01,9.826372443377925370e-01
1.011250000000000071e+01,9.828001639560297598e-01
1.013749999999999929e+01,9.836746661848858597e-01
1.016250000000000142e+01,9.844240881646172392e-01
1.018750000000000000e+01,9.855022803126931574e-01
1.021250000000000213e+01,9.855952511702894547e-01
1.023750000000000071e+01,9.854226107700889692e-01
1.026249999999999929e+01,9.870373790386413049e-01
1.028750000000000142e+01,9.868828657894470613e-01
1.031250000000000000e+01,9.891939699884093606e-01
1.033750000000000213e+01,9.887251002888315377e-01
1.036250000000000071e+01,9.896174342419318259e-01
1.038749999999999929e+01,9.905010602939053888e-01
1.041250000000000142e+01,9.917379896954154894e-01
1.043750000000000000e+01,9.917657136991444577e-01
1.046250000000000213e+01,9.925852997584956317e-01
1.048750000000000071e+01,9.935418086850481556e-01
1.051249999999999929e+01,9.942801183245676411e-01
1.053750000000000142e+01,9.942319503620929977e-01
1.056250000000000000e+01,9.955847245920599331e-01
1.058750000000000213e+01,9.964736459824419246e-01
1.061250000000000071e+01,9.982342001273427634e-01
1.063749999999999929e+01,1.001412267950102297e+00
1.066250000000000142e+01,9.995128054442715682e-01
1.068750000000000000e+01,1.000703498794324187e+00
1.071250000000000213e+01,1.000909740750429711e+00
1.073750000000000071e+01,1.001424750072672509e+00
1.076249999999999929e+01,1.002912659403182305e+00
1.078750000000000142e+01,1.002788475730302276e+00
1.081250000000000000e+01,1.004690744987944306e+00
1.083750000000000213e+01,1.003275871081330095e+00
1.086250000000000071e+01,1.004271339202732483e+00
1.088749999999999929e+01,1.005351113973667498e+00
1.091250000000000142e+01,1.006666762988091435e+00
1.093750000000000000e+01,1.007116822676940915e+00
1.096250000000000213e+01,1.007464944943351037e+00
1.098750000000000071e+01,1.007039717359466735e+00
1.101249999999999929e+01,1.007133000164990078e+00
1.103750000000000142e+01,1.008143169649591053e+00
1.106250000000000000e+01,1.008549818495544814e+00
1.108750000000000213e+01,1.009058904235687892e+00
1.111250000000000071e+01,1.008643123465112756e+00
1.113749999999999929e+01,1.008582686865952205e+00
1.116250000000000142e+01,1.008316293244076345e+00
1.118750000000000000e+01,1.008484475342169340e+00
1.121250000000000213e+01,1.008927619893800198e+00
1.123750000000000071e+01,1.008302840542056877e+00
1.126249999999999929e+01,1.010337991154851567e+00
1.128750000000000142e+01,1.009226909586236065e+00
1.131250000000000000e+01,1.009414181425414281e+00
1.133750000000000213e+01,1.008743977203929942e+00
1.136250000000000071e+01,1.008797916429761354e+00
1.138749999999999929e+01,1.009478650861302063e+00
1.141250000000000142e+01,1.008135285024415184e+00
1.143750000000000000e+01,1.009683244852348505e+00
1.146250000000000213e+01,1.008412384151958108e+00
1.148750000000000071e+01,1.007080996118982608e+00
1.151249999999999929e+01,1.007795670411460121e+00
1.153750000000000142e+01,1.007387348507705838e+00
1.156250000000000000e+01,1.007471037721597185e+00
1.158750000000000213e+01,1.007573704773704115e+00
1.161250000000000071e+01,1.006749658282084292e+00
1.163749999999999929e+01,1.006958465922391577e+00
1.166250000000000142e+01,1.005985117742244750e+00
1.168750000000000000e+01,1.005439929195745652e+00
1.171250000000000213e+01,1.005224060946087183e+00
1.173750000000000071e+01,1.003392816696227818e+00
1.176249999999999929e+01,1.005026722989964760e+00
1.178750000000000142e+01,1.003176877022500468e+00
1.181250000000000000e+01,1.003077568981513235e+00
1.183750000000000213e+01,1.002923609768886282e+00
1.186250000000000071e+01,1.002877203310596599e+00
1.188749999999999929e+01,1.002486962985046803e+00
1.191250000000000142e+01,1.001640047809515544e+00
1.193750000000000000e+01,1.002142714105258126e+00
1.196250000000000213e+01,1.000713809259371256e+00
1.198750000000000071e+01,1.001486518854543428e+00
1.201249999999999929e+01,1.000495258351969285e+00
1.203750000000000142e+01,9.995199617833747663e-01
1.206250000000000000e+01,1.000855686007995571e+00
1.208750000000000213e+01,1.000362742910878566e+00
1.211250000000000071e+01,9.987929054045364685e-01
1.213749999999999929e+01,9.981795209726581630e-01
1.216250000000000142e+01,9.989555340092948210e-01
1.218750000000000000e+01,9.982310859335175035e-01
1.221250000000000213e+01,9.980959456656840478e-01
1.223750000000000071e+01,9.973129547887068513e-01
1.226249999999999929e+01,9.977438373171791941e-01
1.228750000000000142e+01,9.983118182679117103e-01
1.231250000000000000e+01,9.971583995647900212e-01
1.233750000000000213e+01,9.972736583796372178e-01
1.236250000000000071e+01,9.961138210938018656e-01
1.238749999999999929e+01,9.963010272240123699e-01
1.241250000000000142e+01,9.950009304106486319e-01
1.243750000000000000e+01,9.958337393691292228e-01
1.246250000000000213e+01,9.950894472327685980e-01
1.248750000000000071e+01,9.956838259788087786e-01
1.251249999999999929e+01,9.949049538088658995e-01
1.253750000000000142e+01,9.939167357950182691e-01
1.256250000000000000e+01,9.965531641809166619e-01
1.258750000000000213e+01,9.942457784261902187e-01
1.261250000000000071e+01,9.937767649084876531e-01
1.263749999999999929e+01,9.951863948655983449e-01
1.266250000000000142e+01,9.947797184678569549e-01
1.268750000000000000e+01,9.943521654720360869e-01
1.271250000000000213e+01,9.965399782035856413e-01
1.273750000000000071e+01,9.937603908981396117e-01
1.276249999999999929e+01,9.953996710096355560e-01
1.278750000000000142e+01,9.955198880384964477e-01
1.281250000000000000e+01,9.948001176703441528e-01
1.283750000000000213e+01,9.948416890397554502e-01
1.286250000000000071e+01,9.948510265370271721e-01
1.288749999999999929e+01,9.947152945850132877e-01
1.291250000000000142e+01,9.962003687353570003e-01
1.293750000000000000e+01,9.950319557036372276e-01
1.296250000000000213e+01,9.969656682598230235e-01
1.298750000000000071e+01,9.965241764186610895e-01
1.301249999999999929e+01,9.960131480703886542e-01
1.303750000000000142e+01,9.956865080549004432e-01
1.306250000000000000e+01,9.961603959832571187e-01
1.308750000000000213e+01,9.957148653991558795e-01
1.311250000000000071e+01,9.959538493629223055e-01
1.313749999999999929e+01,9.973898108012821950e-01
1.316250000000000142e+01,9.972037264776364429e-01
1.318750000000000000e+01,9.973578138662539949e-01
1.321250000000000213e+01,9.979480501477615562e-01
1.323750000000000071e+01,9.968158971691378767e-01
1.326249999999999929e+01,9.975178292701987193e-01
1.328750000000000142e+01,9.972864933326983650e-01
1.331250000000000000e+01,9.981318120578120956e-01
1.333750000000000213e+01,9.985856178004151040e-01
1.336250000000000071e+01,9.990175251654654920e-01
1.338749999999999929e+01,9.990639692123507443e-01
1.341250000000000142e+01,9.987020440331625393e-01
1.343750000000000000e+01,9.993018790240606464e-01
1.346250000000000213e+01,9.993709913166414216e-01
1.348750000000000071e+01,9.999462167735523321e-01
1.351249999999999929e+01,1.000395688183715714e+00
1.353750000000000142e+01,9.997344290836650549e-01
1.356250000000000000e+01,9.995679114493267736e-01
1.358750000000000213e+01,9.994274947928544206e-01
1.361250000000000071e+01,1.000872818054743707e+00
1.363749999999999929e+01,1.001208916712246877e+00
1.366250000000000142e+01,1.001757382074625724e+00
1.368750000000000000e+01,1.002031847386004593e+00
1.371250000000000213e+01,1.001594061964280469e+00
1.373750000000000071e+01,1.002319750260847853e+00
1.376249999999999929e+01,1.002357079907265414e+00
1.378750000000000142e+01,1.002152693424565699e+00
1.381250000000000000e+01,1.001309684667972766e+00
1.383750000000000213e+01,1.001403108965011057e+00
1.386250000000000071e+01,1.000852527206632203e+00
1.388749999999999929e+01,1.001592615772389783e+00
1.391250000000000142e+01,1.001715045817552774e+00
1.393750000000000000e+01,1.001422291716681290e+00
1.396250000000000213e+01,1.001306035419823770e+00
1.398750000000000071e+01,1.002416509844238357e+00
1.401249999999999929e+01,1.002397028289175429e+00
1.403750000000000142e+01,1.001998841533008999e+00
1.406250000000000000e+01,1.002296342611009639e+00
1.408750000000000213e+01,1.001344809673878622e+00
1.411250000000000071e+01,1.001371031474076911e+00
1.413749999999999929e+01,1.001576562351691235e+00
1.416250000000000142e+01,1.002758784052710794e+00
1.418750000000000000e+01,1.002822221878481690e+00
1.421250000000000213e+01,1.002302411517947744e+00
1.423750000000000071e+01,1.000886921329288581e+00
1.426249999999999929e+01,1.001519290088881187e+00
1.428750000000000142e+01,1.002016128854059662e+00
1.431250000000000000e+01,1.000749112887953096e+00
1.433750000000000213e+01,1.001755301782371044e+00
1.436250000000000071e+01,1.001143843674239475e+00
1.438749999999999929e+01,1.000349022425698786e+00
1.441250000000000142e+01,1.001150661364536454e+00
1.443750000000000000e+01,1.000644668493791745e+00
1.446250000000000213e+01,1.001410275058607802e+00
1.448750000000000071e+01,1.002025591872793608e+00
1.451249999999999929e+01,9.999488645674566856e-01
1.453750000000000142e+01,1.001292218771708820e+00
